q,threshold,reject_rate,coverage,oracle_q_reject_rate,oracle_q_coverage,keep_all_accepted_mean_window_smape,meta_model_accepted_mean_window_smape,oracle_q_accepted_mean_window_smape,meta_model_rejected_mean_window_smape,oracle_q_rejected_mean_window_smape,accepted_mean_window_smape_gain_vs_keep_all,accepted_mean_window_smape_relative_gain_vs_keep_all,accepted_mean_window_smape_gap_to_oracle_q,decision_log_path,example_plot_path,example_plot_path_cumulative_incurred,example_plot_path_cumulative_mean_smape,forecast_windows_plot_path,forecast_windows_pointwise_path,forecast_windows_pointwise_rows,distribution_plot_path,distribution_plot_path_clipped,example_series_ids,u_hat_threshold,u_hat_coverage,u_hat_reject_rate,u_hat_accepted_mean_window_smape,u_hat_rejected_mean_window_smape,u_hat_accepted_mean_window_smape_gap_to_oracle_q,pi_width_threshold,pi_width_coverage,pi_width_reject_rate,pi_width_accepted_mean_window_smape,pi_width_rejected_mean_window_smape,pi_width_accepted_mean_window_smape_gap_to_oracle_q,resid_scale_threshold,resid_scale_coverage,resid_scale_reject_rate,resid_scale_accepted_mean_window_smape,resid_scale_rejected_mean_window_smape,resid_scale_accepted_mean_window_smape_gap_to_oracle_q,err_var_threshold,err_var_coverage,err_var_reject_rate,err_var_accepted_mean_window_smape,err_var_rejected_mean_window_smape,err_var_accepted_mean_window_smape_gap_to_oracle_q,random_coverage,random_reject_rate,random_accepted_mean_window_smape,random_rejected_mean_window_smape,random_accepted_mean_window_smape_gap_to_oracle_q,oracle_coverage,oracle_reject_rate,oracle_accepted_mean_window_smape,oracle_rejected_mean_window_smape,oracle_accepted_mean_window_smape_gap_to_oracle_q
0.05,0.8326379275946303,0.0481283422459893,0.9518716577540107,0.04919786096256684,0.9508021390374332,0.14347554135743992,0.12374965716251722,0.09482638934235046,0.5336096954347999,1.083673283562104,0.019725884194922702,0.13748604123248925,0.028923267820166756,final/M3_Q_tune/AutoKAN/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p05_decisions.csv,final/M3_Q_tune/AutoKAN/plots/online_plots/cumulative_incurred/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p05_examples.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/cumulative_incurred/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p05_examples.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/cumulative_mean_smape/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p05_examples.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/forecast_windows/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p05_forecast_windows.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/forecast_windows/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p05_forecast_windows_pointwise.csv,3740,final/M3_Q_tune/AutoKAN/plots/online_plots/distributions/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p05_distribution.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/distributions_clipped/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p05_distribution_clipped.pdf,ID78|ID60|ID116|ID77|ID43|ID39|ID71|ID102|ID83|ID174,0.8326379275946303,0.9518716577540107,0.0481283422459893,0.12374965716251722,0.5336096954347999,0.028923267820166756,5409.912723182185,0.8834224598930481,0.11657754010695187,0.1388756676824552,0.17833329966512249,0.04404927834010475,0.0968513000874978,0.9497326203208556,0.05026737967914439,0.12469538149703462,0.49830068935828925,0.02986899215468415,864.5424264516923,0.9165775401069519,0.08342245989304813,0.13850764029577678,0.19805876199648273,0.043681250953426315,0.9508021390374332,0.04919786096256684,0.14391420106044744,0.13499796579279483,0.04908781171809698,0.9508021390374332,0.04919786096256684,0.09482638934235046,1.083673283562104,0.0
0.1,0.8081787264290182,0.08021390374331551,0.9197860962566845,0.09946524064171124,0.9005347593582887,0.14347554135743992,0.1152721961413804,0.0742461013814833,0.46687389983492267,0.7702625140429827,0.028203345216059522,0.19657249555725087,0.0410260947598971,final/M3_Q_tune/AutoKAN/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p1_decisions.csv,final/M3_Q_tune/AutoKAN/plots/online_plots/cumulative_incurred/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p1_examples.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/cumulative_incurred/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p1_examples.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/cumulative_mean_smape/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p1_examples.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/forecast_windows/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p1_forecast_windows.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/forecast_windows/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p1_forecast_windows_pointwise.csv,3740,final/M3_Q_tune/AutoKAN/plots/online_plots/distributions/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p1_distribution.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/distributions_clipped/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p1_distribution_clipped.pdf,ID78|ID60|ID116|ID77|ID43|ID39|ID71|ID102|ID83|ID174,0.8081787264290182,0.9197860962566845,0.08021390374331551,0.1152721961413804,0.46687389983492267,0.0410260947598971,1445.873373701232,0.7818181818181819,0.21818181818181817,0.13444567645002245,0.17583255727568592,0.06019957506853915,0.03642284886199951,0.8117647058823529,0.18823529411764706,0.11040970329657174,0.28607196799493406,0.03616360191508844,456.8738505577624,0.8663101604278075,0.13368983957219252,0.1382234874316597,0.17750885079649595,0.06397738605017639,0.9005347593582887,0.09946524064171124,0.14719742873646044,0.10977845347426499,0.07295132735497714,0.9005347593582887,0.09946524064171124,0.0742461013814833,0.7702625140429827,0.0
0.2,0.6934060353245628,0.3048128342245989,0.6951871657754011,0.2,0.8,0.14347554135743992,0.060758477175602454,0.05356740040750447,0.33212849475461315,0.5031081051571819,0.08271706418183747,0.5765237991036036,0.007191076768097986,final/M3_Q_tune/AutoKAN/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p2_decisions.csv,final/M3_Q_tune/AutoKAN/plots/online_plots/cumulative_incurred/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p2_examples.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/cumulative_incurred/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p2_examples.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/cumulative_mean_smape/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p2_examples.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/forecast_windows/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p2_forecast_windows.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/forecast_windows/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p2_forecast_windows_pointwise.csv,3740,final/M3_Q_tune/AutoKAN/plots/online_plots/distributions/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p2_distribution.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/distributions_clipped/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p2_distribution_clipped.pdf,ID78|ID60|ID116|ID77|ID43|ID39|ID71|ID102|ID83|ID174,0.6934060353245628,0.6951871657754011,0.3048128342245989,0.060758477175602454,0.33212849475461315,0.007191076768097986,481.5541582170427,0.7155080213903743,0.28449197860962566,0.13301751340285017,0.16977787482217885,0.07945011299534571,0.02452527879594421,0.6951871657754011,0.3048128342245989,0.09610322768103528,0.2515176602685383,0.042535827273530814,160.01669994548848,0.7732620320855615,0.2267379679144385,0.14039906109423872,0.1539674999909044,0.08683166068673426,0.8,0.2,0.14055668090327522,0.15515098317409867,0.08698928049577076,0.8,0.2,0.05356740040750447,0.5031081051571819,0.0
0.3,0.60876478489556,0.42245989304812837,0.5775401069518716,0.2994652406417112,0.7005347593582888,0.14347554135743992,0.04952447570776057,0.04121056496651153,0.27191497287852057,0.38270253970050455,0.09395106564967935,0.6548228691859019,0.008313910741249042,final/M3_Q_tune/AutoKAN/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p3_decisions.csv,final/M3_Q_tune/AutoKAN/plots/online_plots/cumulative_incurred/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p3_examples.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/cumulative_incurred/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p3_examples.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/cumulative_mean_smape/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p3_examples.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/forecast_windows/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p3_forecast_windows.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/forecast_windows/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p3_forecast_windows_pointwise.csv,3740,final/M3_Q_tune/AutoKAN/plots/online_plots/distributions/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p3_distribution.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/distributions_clipped/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p3_distribution_clipped.pdf,ID78|ID60|ID116|ID77|ID43|ID39|ID71|ID102|ID83|ID174,0.60876478489556,0.5775401069518716,0.42245989304812837,0.04952447570776057,0.27191497287852057,0.008313910741249042,128.04692331059522,0.6160427807486631,0.3839572192513369,0.1313570006514815,0.16291921669624787,0.09014643568496998,0.016575386584889176,0.6,0.4,0.09115636911544098,0.22195429972043834,0.04994580414892945,30.398590966999077,0.6844919786096256,0.3155080213903743,0.14370837079515397,0.14297041986545012,0.10249780582864244,0.7005347593582888,0.2994652406417112,0.14850386821758527,0.1317128481667428,0.10729330325107374,0.7005347593582888,0.2994652406417112,0.04121056496651153,0.38270253970050455,0.0
0.4,0.5449867012005802,0.5390374331550802,0.46096256684491976,0.4,0.6,0.14347554135743992,0.04170489010640051,0.03271793043995765,0.23050560224870578,0.3096119577336634,0.10177065125103942,0.7093240442808205,0.008986959666442855,final/M3_Q_tune/AutoKAN/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p4_decisions.csv,final/M3_Q_tune/AutoKAN/plots/online_plots/cumulative_incurred/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p4_examples.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/cumulative_incurred/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p4_examples.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/cumulative_mean_smape/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p4_examples.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/forecast_windows/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p4_forecast_windows.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/forecast_windows/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p4_forecast_windows_pointwise.csv,3740,final/M3_Q_tune/AutoKAN/plots/online_plots/distributions/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p4_distribution.pdf,final/M3_Q_tune/AutoKAN/plots/online_plots/distributions_clipped/ds2_adapted_online_M3_Quarterly_to_M1_Quarterly_catboost_q0p4_distribution_clipped.pdf,ID78|ID60|ID116|ID77|ID43|ID39|ID71|ID102|ID83|ID174,0.5449867012005802,0.46096256684491976,0.5390374331550802,0.04170489010640051,0.23050560224870578,0.008986959666442855,51.885668474880056,0.5080213903743316,0.4919786096256685,0.13119880779398294,0.15615260318927052,0.09848087735402528,0.00979187467314458,0.4374331550802139,0.5625668449197861,0.08413340188091405,0.1896180034218869,0.051415471440956394,18.46406211833582,0.627807486631016,0.37219251336898396,0.1393306907178638,0.15046699918913875,0.10661276027790614,0.6,0.4,0.1455759550040656,0.14032492088750143,0.11285802456410793,0.6,0.4,0.03271793043995765,0.3096119577336634,0.0
